kernel,D,L,chunk_size,time_ms,correct,throughput_GB_s_timing,sm_util_pct,dram_util_pct,achieved_occupancy_pct,resident_warps_est,warp_efficiency_pct,registers_per_thread_peak,shared_mem_per_block_peak_bytes,block_size_peak,dram_bytes,dram_bytes_source,flops,flops_source,ai_flop_per_byte,gflops,dram_bw_gb_s,bandwidth_util_pct,l1_hit_rate_pct,l2_hit_rate_pct,roofline_bound,roofline_limit_gflops,roofline_efficiency_pct,utilization_bound
warp_shuffle,64,4096,1024,0.022208,1,141.648418,15.31105354058722,12.36307426597582,74.42044905008635,47.62908739205526,,22.0,17792.0,1024.0,3689088.0,ncu,6283584.0,ncu,1.703289268241907,282.94236311239194,166.11527377521617,12.36307426597582,,,memory-bound,3473.0068179452483,8.146899155233749,mixed
blelloch,64,4096,1024,0.032416,1,97.042445,22.33766087844739,7.559979570990806,79.0852808988764,50.6145797752809,,25.0,17536.0,1024.0,3689728.0,ncu,2949504.0,ncu,0.7993825019079998,90.98914116485686,113.82428430404738,7.559979570990806,,,memory-bound,1629.9409213904114,5.582358229722775,compute-bound
hillis_steele,64,4096,1024,0.026368,1,119.300973,24.919753761969904,9.95328317373461,76.68942544459644,49.08123228454172,,18.0,17536.0,1024.0,3687808.0,ncu,7669440.0,ncu,2.0796744299052445,290.8616504854369,139.85922330097088,9.95328317373461,,,memory-bound,4240.456162576794,6.859206635653304,compute-bound
warp_shuffle,64,8192,1024,0.026432,1,238.024212,22.648137384412152,21.003104359313078,77.49167767503302,49.594673712021134,,22.0,17792.0,1024.0,7889664.0,ncu,11625024.0,ncu,1.4734498199162853,439.8087167070218,298.4891041162228,21.003104359313078,,,memory-bound,3004.364182809306,14.63899480707321,mixed
blelloch,64,8192,1024,0.044416,1,141.648418,30.37388571428571,11.390278571428572,84.02940714285714,53.77882057142857,,25.0,17536.0,1024.0,7889280.0,ncu,6096000.0,ncu,0.7726940861523485,137.24783861671472,177.6224783861672,11.390278571428572,,,memory-bound,1575.5232416646386,8.711254457389268,compute-bound
hillis_steele,64,8192,1024,0.03024,1,208.050799,35.746236236236236,15.763233233233233,80.78813813813814,51.704408408408405,,18.0,17536.0,1024.0,7887744.0,ncu,15536832.0,ncu,1.9697434399493696,513.784126984127,260.83809523809526,15.763233233233233,,,memory-bound,4016.3068740567646,12.79245194890119,compute-bound
warp_shuffle,64,16384,1024,0.03152,1,399.204041,29.865761648745522,29.26712365591398,79.96385304659499,51.176865949820794,,22.0,17792.0,1024.0,16293504.0,ncu,22307904.0,ncu,1.369128703070868,707.7380710659897,516.9258883248731,29.26712365591398,,,memory-bound,2791.6534255615,25.35193174717376,mixed
blelloch,64,16384,1024,0.064032,1,196.509735,35.436290390264375,13.852840956777172,88.25002517834662,56.48001611414183,,25.0,17536.0,1024.0,16292608.0,ncu,12388992.0,ncu,0.7604057005483714,193.4812593703148,254.44477761119433,13.852840956777172,,,memory-bound,1550.4672234181294,12.478900324237093,compute-bound
hillis_steele,64,16384,1024,0.043552,1,288.916972,43.3524198617222,20.35002514142049,84.77684475172849,54.25718064110623,,18.0,17536.0,1024.0,16289408.0,ncu,31273152.0,ncu,1.9198458286513542,718.0646583394563,374.02204261572376,20.35002514142049,,,memory-bound,3914.5656446201115,18.343405719260602,compute-bound
warp_shuffle,64,32768,1024,0.054304,1,463.424867,36.33646102075154,42.83915311273135,81.94768928771732,52.44652114413909,,22.0,17792.0,1024.0,37276416.0,ncu,43673664.0,ncu,1.1716164987535282,804.243959929287,686.4395992928697,42.83915311273135,,,memory-bound,2388.926040958444,33.66550266272044,memory-bound
blelloch,64,32768,1024,0.11072,1,227.292483,40.243289728682164,18.41969476744186,90.78121124031009,58.09997519379846,,25.0,17536.0,1024.0,37384064.0,ncu,24974976.0,ncu,0.6680647668482484,225.56878612716764,337.64508670520235,18.41969476744186,,,memory-bound,1362.1840596035786,16.55934706744494,compute-bound
hillis_steele,64,32768,1024,0.074368,1,338.395869,51.47949404761905,28.421130952380953,87.65217633928572,56.09739285714286,,18.0,17536.0,1024.0,37352064.0,ncu,62748864.0,ncu,1.6799302978277184,843.7616179001722,502.25989672977624,28.421130952380953,,,memory-bound,3425.377877270718,24.632658005383828,compute-bound
warp_shuffle,64,65536,1024,0.119712,1,420.439446,37.01714699074074,59.897447916666664,84.32157696759259,53.96580925925926,,22.0,17792.0,1024.0,100630656.0,ncu,86405184.0,ncu,0.8586367955307774,721.775461106656,840.6062550120289,59.897447916666664,,,memory-bound,1750.7604260872552,41.22639798980034,memory-bound
blelloch,64,65536,1024,0.227168,1,221.561353,41.20375246791708,25.67431885488648,92.52541831194472,59.21626771964462,,25.0,17536.0,1024.0,100709760.0,ncu,50146944.0,ncu,0.4979352944540827,220.74827440484574,443.32722918720947,25.67431885488648,,,memory-bound,1015.2900653918746,21.74238495278124,compute-bound
hillis_steele,64,65536,1024,0.156672,1,321.2549,52.79703960015378,39.700492118415994,89.76083044982698,57.446931487889266,,18.0,17536.0,1024.0,100619648.0,ncu,125706432.0,ncu,1.2493229155403127,802.3541666666666,642.2312091503268,39.700492118415994,,,memory-bound,2547.3694247866974,31.49736190045742,compute-bound
warp_shuffle,64,131072,1024,0.21968,1,458.226956,37.474014146772774,69.85111111111111,85.97312407898615,55.02279941055113,,22.0,17792.0,1024.0,234779648.0,ncu,171868224.0,ncu,0.7320405557469786,782.3571740713766,1068.7347414420976,69.85111111111111,,,memory-bound,1492.6306931680892,52.41465137038242,memory-bound
blelloch,64,131072,1024,0.437536,1,230.068602,41.55134836400176,29.835115870124977,93.57638949946619,59.88888927965836,,25.0,17536.0,1024.0,234977664.0,ncu,100490880.0,ncu,0.4276614138099526,229.6745410663351,537.0476120822058,29.835115870124977,,,memory-bound,872.0016227584933,26.33877450133427,compute-bound
hillis_steele,64,131072,1024,0.295104,1,341.111259,53.41070412933385,46.560977795091546,91.10014705882354,58.30409411764706,,18.0,17536.0,1024.0,234990336.0,ncu,251633856.0,ncu,1.0708264019844629,852.6955107351985,796.2966818477555,46.560977795091546,,,memory-bound,2183.41503364632,39.05329484295024,compute-bound
warp_shuffle,256,1024,1024,0.02448,1,128.50196,21.12605584642234,7.258115183246073,83.64755671902269,53.53443630017452,,22.0,17792.0,1024.0,2114560.0,ncu,9110016.0,ncu,4.308232445520581,372.1411764705883,86.37908496732027,7.258115183246073,,,memory-bound,8784.485956416464,4.236345510903398,compute-bound
blelloch,256,1024,1024,0.033376,1,94.251196,24.862303552206676,4.574198062432724,84.76250807319698,54.24800516684607,,25.0,17536.0,1024.0,2114688.0,ncu,2358528.0,ncu,1.1153077900853459,70.6653883029722,63.35953978906999,4.574198062432724,,,memory-bound,2274.11258398402,3.107383020552722,compute-bound
hillis_steele,256,1024,1024,0.024736,1,127.172056,27.544451038575666,6.3186053412462915,83.9380712166172,53.72036557863501,,18.0,17536.0,1024.0,2112384.0,ncu,7078656.0,ncu,3.3510270859843665,286.1681759379042,85.39715394566623,6.3186053412462915,,,memory-bound,6832.7442283221235,4.188188030684954,compute-bound
warp_shuffle,256,2048,1024,0.024672,1,255.003894,25.99627249357327,16.247352185089973,82.44149100257069,52.76255424164524,,22.0,17792.0,1024.0,6316800.0,ncu,14451456.0,ncu,2.2877811550151974,585.7431906614786,256.03112840466923,16.247352185089973,,,memory-bound,4664.785775075988,12.55670075550119,compute-bound
blelloch,256,2048,1024,0.044768,1,140.534673,32.05080691642651,8.996051873198846,87.35083573487032,55.904534870317,,25.0,17536.0,1024.0,6316672.0,ncu,5505024.0,ncu,0.8715070214188737,122.96783416726232,141.0979270907791,8.996051873198846,,,memory-bound,1777.0028166730835,6.919957189346695,compute-bound
hillis_steele,256,2048,1024,0.032672,1,192.564158,37.65211716341213,12.934429599177802,84.79081192189105,54.26611963001027,,18.0,17536.0,1024.0,6315008.0,ncu,14944512.0,ncu,2.3665072158261715,457.41038197845245,193.28501469147895,12.934429599177802,,,memory-bound,4825.308213069564,9.479402388007793,compute-bound
warp_shuffle,256,4096,1024,0.033888,1,371.308771,32.063324468085106,26.05938829787234,83.85175531914894,53.66512340425532,,22.0,17792.0,1024.0,14724480.0,ncu,25134336.0,ncu,1.7069761376972226,741.6883852691217,434.5042492917847,26.05938829787234,,,memory-bound,3480.5243447646367,21.3096738250017,compute-bound
blelloch,256,4096,1024,0.06384,1,197.100746,36.260538267451636,12.397417998317914,90.6573717409588,58.02071791421363,,25.0,17536.0,1024.0,14718336.0,ncu,11798016.0,ncu,0.8015862662735788,184.806015037594,230.55037593984963,12.397417998317914,,,memory-bound,1634.434396931827,11.307031679247164,compute-bound
hillis_steele,256,4096,1024,0.045024,1,279.471215,44.771309226932665,18.31779301745636,88.01354738154612,56.32867032418952,,18.0,17536.0,1024.0,14718464.0,ncu,30677760.0,ncu,2.0843044491599123,681.36460554371,326.9026297085999,18.31779301745636,,,memory-bound,4249.896771837061,16.032497778744474,compute-bound
warp_shuffle,256,8192,1024,0.052928,1,475.472787,37.18624514697726,40.07064337215751,84.31585135884636,53.96214486966167,,22.0,17792.0,1024.0,35682048.0,ncu,46500096.0,ncu,1.303179010352769,878.5538089480048,674.1620314389357,40.07064337215751,,,memory-bound,2657.182002109296,33.06336593619107,mixed
blelloch,256,8192,1024,0.11152,1,225.66198,40.77975984630164,17.47418347742555,92.33798270893371,59.09630893371757,,25.0,17536.0,1024.0,35708928.0,ncu,24384000.0,ncu,0.6828544390915348,218.65136298421808,320.20200860832136,17.47418347742555,,,memory-bound,1392.3402013076393,15.70387487044244,compute-bound
