kernel,D,L,chunk_size,time_ms,correct,throughput_GB_s_timing,sm_util_pct,dram_util_pct,achieved_occupancy_pct,resident_warps_est,warp_efficiency_pct,registers_per_thread_peak,shared_mem_per_block_peak_bytes,block_size_peak,dram_bytes,dram_bytes_source,flops,flops_source,ai_flop_per_byte,gflops,dram_bw_gb_s,bandwidth_util_pct,l1_hit_rate_pct,l2_hit_rate_pct,roofline_bound,roofline_limit_gflops,roofline_efficiency_pct,utilization_bound
hillis_steele,256,8192,1024,0.075712,1,332.38883,52.01640665434381,26.83756007393715,89.7494898336414,57.4396734935305,,18.0,17536.0,1024.0,35716480.0,ncu,62147328.0,ncu,1.740018277277044,820.8385460693152,471.7413355874894,26.83756007393715,,,memory-bound,3547.8972673678927,23.13591640939134,compute-bound
warp_shuffle,256,16384,1024,0.118112,1,426.134931,37.91466666666666,58.27746666666667,85.5655768115942,54.76196915942029,,22.0,17792.0,1024.0,97513856.0,ncu,89231616.0,ncu,0.9150660189255566,755.483066919534,825.6049850988892,58.27746666666667,,,memory-bound,1865.81961258921,40.49068097591413,memory-bound
blelloch,256,16384,1024,0.228416,1,220.350803,41.55161278335191,24.647620463272634,93.34852966679053,59.743058986745936,,25.0,17536.0,1024.0,97596032.0,ncu,49555968.0,ncu,0.5077662173806411,216.9548893247408,427.2731857663211,24.647620463272634,,,memory-bound,1035.335317239127,20.955036084665082,compute-bound
hillis_steele,256,16384,1024,0.155008,1,324.703544,53.406029663434126,38.19853013880966,90.84854915383153,58.14307145845218,,18.0,17536.0,1024.0,97526528.0,ncu,125092608.0,ncu,1.2826521210721251,807.0074318744838,629.1709331131295,38.19853013880966,,,memory-bound,2615.3276748660633,30.85683830863804,compute-bound
warp_shuffle,256,32768,1024,0.219168,1,459.2974,37.79453676470588,69.22621323529411,86.71736029411764,55.49911058823529,,22.0,17792.0,1024.0,231737472.0,ncu,174694656.0,ncu,0.7538472500468116,797.0810337275515,1057.3508541392905,69.22621323529411,,,memory-bound,1537.0945428454488,51.85634399898432,memory-bound
blelloch,256,32768,1024,0.438528,1,229.54816,41.72816643689685,29.492011530266954,94.042395663617,60.18713322471488,,25.0,17536.0,1024.0,231762816.0,ncu,99899904.0,ncu,0.4310437097899259,227.80735551663747,528.5017513134851,29.492011530266954,,,memory-bound,878.898124261659,25.919654306693726,compute-bound
hillis_steele,256,32768,1024,0.29376,1,342.671893,53.92820950533462,45.46892531522793,91.72976721629486,58.70705101842871,,18.0,17536.0,1024.0,231743360.0,ncu,250995456.0,ncu,1.0830750706298553,854.4235294117647,788.8867102396514,45.46892531522793,,,memory-bound,2208.390069014275,38.68988279743263,compute-bound
warp_shuffle,256,65536,1024,0.417472,1,482.251719,37.5243882508834,74.3360909893993,87.19141342756183,55.80250459363957,,22.0,17792.0,1024.0,500258432.0,ncu,345620736.0,ncu,0.6908843787364688,827.8896213398742,1198.3041545301244,74.3360909893993,,,memory-bound,1408.7132482436598,58.76920816724493,memory-bound
blelloch,256,65536,1024,0.850176,1,236.805788,41.77381950573698,31.838114361366788,94.3608495145631,60.39094368932038,,25.0,17536.0,1024.0,500351616.0,ncu,200587776.0,ncu,0.4008936307702462,235.936766034327,588.5271002710027,31.838114361366788,,,memory-bound,817.422113140532,28.863516442913323,compute-bound
hillis_steele,256,65536,1024,0.570112,1,353.135166,53.708174028009005,49.44735285476447,92.0632220154735,58.92046208990304,,18.0,17536.0,1024.0,500212480.0,ncu,502825728.0,ncu,1.0052242758917171,881.9770992366413,877.3933542882802,49.44735285476447,,,memory-bound,2049.652298543211,43.03057156882198,mixed
warp_shuffle,256,131072,1024,0.821056,1,490.408912,37.16862332626033,77.72030657788834,87.34560803395038,55.901189141728246,,22.0,17792.0,1024.0,1037540864.0,ncu,687472896.0,ncu,0.6625983803178667,837.3032972172422,1263.6663808558733,77.72030657788834,,,memory-bound,1351.0380974681302,61.974810243054115,memory-bound
blelloch,256,131072,1024,2.037216,1,197.648749,41.698534727479185,33.502947104466315,94.4767920451678,60.46514690890739,,25.0,17536.0,1024.0,1037659136.0,ncu,401963520.0,ncu,0.3873753008618044,197.31021158286603,509.35155427799504,33.502947104466315,,,memory-bound,789.8582384572192,24.980458767925214,compute-bound
hillis_steele,256,131072,1024,1.3024,1,309.162459,53.45775510702766,51.89146246701202,92.18082689864137,58.995729215130474,,18.0,17536.0,1024.0,1037595264.0,ncu,1006535424.0,ncu,0.9700655534218012,772.8312530712531,796.6794103194103,51.89146246701202,,,memory-bound,1977.9636634270528,39.072065243718015,mixed
warp_shuffle,512,1024,1024,0.028512,1,220.659939,31.963482849604226,11.176754617414247,83.41224274406333,53.383835356200535,,22.0,17792.0,1024.0,4215552.0,ncu,18220032.0,ncu,4.322098742940426,639.030303030303,147.85185185185185,11.176754617414247,,,memory-bound,8812.759336855528,7.251194303671009,compute-bound
blelloch,512,1024,1024,0.043744,1,143.824428,34.47072226358898,6.317810871183917,87.92437081161577,56.27159731943409,,25.0,17536.0,1024.0,4215296.0,ncu,4717056.0,ncu,1.119033159237216,107.83321141185077,96.36283833211412,6.317810871183917,,,memory-bound,2281.7086116846835,4.725985205106136,compute-bound
hillis_steele,512,1024,1024,0.03136,1,200.620406,39.73878953107961,9.178669574700109,85.54770992366412,54.750534351145035,,18.0,17536.0,1024.0,4213888.0,ncu,14157312.0,ncu,3.3596792321010907,451.4448979591837,134.37142857142857,9.178669574700109,,,memory-bound,6850.385954254124,6.590065157990612,compute-bound
warp_shuffle,512,2048,1024,0.035104,1,358.446682,34.92720807726075,22.1070412642669,83.13875329236171,53.208802107111495,,22.0,17792.0,1024.0,12621056.0,ncu,28902912.0,ncu,2.2900549684590574,823.3509571558797,359.5332725615314,22.1070412642669,,,memory-bound,4669.4220806880185,17.632823568490995,compute-bound
blelloch,512,2048,1024,0.064416,1,195.338305,37.53519287833828,10.755260703688002,90.03897414158541,57.624943450614666,,25.0,17536.0,1024.0,12621824.0,ncu,11010048.0,ncu,0.8723024501054681,170.92101341281668,195.94237456532537,10.755260703688002,,,memory-bound,1778.6246957650496,9.609729012522088,compute-bound
hillis_steele,512,2048,1024,0.04656,1,270.251543,46.55766283524905,15.966819923371649,87.17011494252873,55.78887356321839,,18.0,17536.0,1024.0,12624000.0,ncu,29889024.0,ncu,2.3676349809885933,641.9463917525773,271.1340206185567,15.966819923371649,,,memory-bound,4827.607726235741,13.297401697820337,compute-bound
warp_shuffle,512,4096,1024,0.052512,1,479.239477,39.01060821917808,37.246449315068496,83.95720547945206,53.73261150684932,,22.0,17792.0,1024.0,33594368.0,ncu,50268672.0,ncu,1.4963422440332856,957.2797074954295,639.7464960390006,37.246449315068496,,,memory-bound,3051.041835583869,31.37550250313882,mixed
blelloch,512,4096,1024,0.112128,1,224.438362,41.414754960554625,16.382557972746834,92.04781735596461,58.91060310781735,,25.0,17536.0,1024.0,33725568.0,ncu,23596032.0,ncu,0.6996481719744497,210.43835616438355,300.7773972602739,16.382557972746834,,,memory-bound,1426.582622655903,14.751221052490141,compute-bound
hillis_steele,512,4096,1024,0.076192,1,330.294838,52.74545991872922,25.14892131510898,89.34264868858514,57.179295160694494,,18.0,17536.0,1024.0,33606912.0,ncu,61355520.0,ncu,1.82568157407619,805.2750944981101,441.08189836203286,25.14892131510898,,,memory-bound,3722.5647295413514,21.632265736244864,compute-bound
warp_shuffle,512,8192,1024,0.116928,1,430.449932,39.31253512880562,56.26456088992974,85.31307962529273,54.60037096018735,,22.0,17792.0,1024.0,93286528.0,ncu,93000192.0,ncu,0.9969305750129323,795.3628899835796,797.8117131910236,56.26456088992974,,,memory-bound,2032.7414424513688,39.1275975081424,memory-bound
blelloch,512,8192,1024,0.22624,1,222.470161,42.165640898374484,23.78598957687058,93.16211564710262,59.62375401414568,,25.0,17536.0,1024.0,93308928.0,ncu,48768000.0,ncu,0.5226509514716534,215.55869872701555,412.4333804809052,23.78598957687058,,,memory-bound,1065.6852900507013,20.227237885282257,compute-bound
hillis_steele,512,8192,1024,0.153984,1,326.862853,54.15973815941471,37.2168117058144,90.56869079707356,57.96396211012708,,18.0,17536.0,1024.0,93263872.0,ncu,124294656.0,ncu,1.3327203056720613,807.1920199501246,605.6724854530339,37.2168117058144,,,memory-bound,2717.416703265333,29.70438869313556,compute-bound
warp_shuffle,512,16384,1024,0.216832,1,464.245579,38.6163562333432,68.07996150429375,86.55603198104828,55.3958604678709,,22.0,17792.0,1024.0,227514624.0,ncu,178463232.0,ncu,0.7844033445516012,823.0484061393151,1049.266824085006,68.07996150429375,,,memory-bound,1599.398419540715,51.45987366772957,memory-bound
blelloch,512,16384,1024,0.436128,1,230.811363,42.05023318498088,28.951429825111266,93.98171002319313,60.148294414843605,,25.0,17536.0,1024.0,227581568.0,ncu,99111936.0,ncu,0.435500716824308,227.25423728813556,521.8228776872844,28.951429825111266,,,memory-bound,887.985961604764,25.59209797387368,compute-bound
hillis_steele,512,16384,1024,0.294912,1,341.333321,54.23818490822569,44.84195105370496,91.60690783723415,58.62842101582985,,18.0,17536.0,1024.0,227436032.0,ncu,250185216.0,ncu,1.100024537888526,848.3385416666665,771.1996527777777,44.84195105370496,,,memory-bound,2242.950032754705,37.82244496212739,compute-bound
warp_shuffle,512,32768,1024,0.415264,1,484.815893,37.87574552683897,73.77052352551358,87.15160665635814,55.77702826006921,,22.0,17792.0,1024.0,496095872.0,ncu,349389312.0,ncu,0.7042778053996789,841.3667257455497,1194.6517685135238,73.77052352551358,,,memory-bound,1436.0224452099453,58.590081829991355,memory-bound
blelloch,512,32768,1024,0.85232,1,236.210095,42.002514339741566,31.466346675070913,94.34945288370626,60.38364984557201,,25.0,17536.0,1024.0,496192512.0,ncu,199799808.0,ncu,0.4026659072194947,234.4187722920969,582.1669232213253,31.466346675070913,,,memory-bound,821.0357848205497,28.551590153081182,compute-bound
hillis_steele,512,32768,1024,0.568256,1,354.288533,53.91144981412639,49.093500293484645,92.01185629035415,58.88758802582665,,18.0,17536.0,1024.0,496175232.0,ncu,501990912.0,ncu,1.011721020367256,883.3886698952585,873.1544092803244,49.093500293484645,,,memory-bound,2062.8991605288347,42.82267823836805,mixed
warp_shuffle,512,65536,1024,0.82048,1,490.753205,37.485571704367466,77.12379703493242,87.33211197319054,55.892551662841946,,22.0,17792.0,1024.0,1033226624.0,ncu,691241472.0,ncu,0.6690124469731047,842.4842433697348,1259.2953198127925,77.12379703493242,,,memory-bound,1364.1163793781604,61.76043746016638,memory-bound
blelloch,512,65536,1024,1.682048,1,239.382701,41.8317439001324,33.266096715213415,94.46252317003973,60.45601482882543,,25.0,17536.0,1024.0,1033435008.0,ncu,401175552.0,ncu,0.38819620865795174,238.50422342287496,614.3909139334907,33.266096715213415,,,memory-bound,791.5320694535636,30.131972238032887,compute-bound
hillis_steele,512,65536,1024,1.121792,1,358.937485,53.76305257262522,51.377211629775736,92.19306888742786,59.003564087953826,,18.0,17536.0,1024.0,1033322752.0,ncu,1005651456.0,ncu,0.9732210522351878,896.4687357371065,921.1357827476039,51.377211629775736,,,memory-bound,1984.397725507548,45.17585986991681,mixed
warp_shuffle,512,131072,1024,1.625472,1,495.429262,37.15414342047612,78.00116675186213,87.52984902146925,56.019103373740315,,22.0,17792.0,1024.0,2107580928.0,ncu,1374945792.0,ncu,0.6523810183197862,845.8747932908103,1296.5962674226319,78.00116675186213,,,memory-bound,1330.2048963540442,63.589812036421364,memory-bound
blelloch,512,131072,1024,3.394464,1,237.241097,41.81274095623577,33.669527969263854,94.55586745825954,60.51575517328611,,25.0,17536.0,1024.0,2108006784.0,ncu,803927040.0,ncu,0.38136833624155925,236.83475211403035,621.0131508244011,33.669527969263854,,,memory-bound,777.6100375965393,30.456750898695493,compute-bound
hillis_steele,512,131072,1024,2.42576,1,331.981052,53.57691929326547,52.37222738841033,92.28597702133908,59.06302529365701,,18.0,17536.0,1024.0,2107995648.0,ncu,2013070848.0,ncu,0.9549691669951683,829.8722247872832,869.0042081656884,52.37222738841033,,,memory-bound,1947.1821315031482,42.61913723225543,mixed
